C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_45_251.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_45_251.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_45_251.jpg, 0, 0, 0, 8.108023E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_45_352.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_45_352.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_45_352.jpg, 0, 0, 0, 7.881477E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_45_454.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_45_454.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_45_454.jpg, 0, 0, 0, 8.02615E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_45_558.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_45_558.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_45_558.jpg, 0, 0, 0, 7.790132E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_45_659.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_45_659.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_45_659.jpg, 0, 0, 0, 7.952487E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_45_762.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_45_762.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_45_762.jpg, 0, 0, 0, 7.837514E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_45_863.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_45_863.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_45_863.jpg, 0, 0, 0, 7.935691E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_45_965.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_45_965.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_45_965.jpg, 0, 0, 0, 7.766928E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_46_065.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_46_065.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_46_065.jpg, 0, 0, 0, 7.944649E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_46_166.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_46_166.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_46_166.jpg, 0, 0, 0, 7.800134E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_46_268.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_46_268.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_46_268.jpg, 0, 0, 0, 7.800921E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_46_369.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_46_369.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_46_369.jpg, 0, 0, 0, 7.882105E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_46_472.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_46_472.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_46_472.jpg, 0, 0, 0, 7.895422E-05
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_46_573.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_46_573.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_46_573.jpg, -0.1538718, 0.1945353, 0, 0.04974646
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_46_675.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_46_675.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_46_675.jpg, -0.4480779, 0.4887414, 0, 0.5399187
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_46_777.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_46_777.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_46_777.jpg, -0.7525457, 0.7932092, 0, 1.323022
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_46_881.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_46_881.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_46_881.jpg, -0.9006298, 1, 0, 2.392579
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_46_985.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_46_985.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_46_985.jpg, -0.611676, 1, 0, 3.563865
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_47_091.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_47_091.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_47_091.jpg, -0.2417989, 1, 0, 4.975741
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_47_192.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_47_192.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_47_192.jpg, 0, 1, 0, 6.128169
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_47_296.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_47_296.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_47_296.jpg, -0.1531335, 1, 0, 7.26919
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_47_399.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_47_399.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_47_399.jpg, -0.4504848, 1, 0, 8.357554
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_47_501.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_47_501.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_47_501.jpg, -0.2181824, 1, 0, 9.472329
C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\center_2023_02_16_11_40_47_602.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\left_2023_02_16_11_40_47_602.jpg, C:\Users\m8noor.DESKTOP-K3RGVI9\Downloads\simulator-windows-64\IMG\right_2023_02_16_11_40_47_602.jpg, -0.09647396, 1, 0, 10.57936
